Date,Content
20.02.2024,"Prime Minister Benjamin Netanyahu, today, at the Zikim Base, visited the IDF Sky Rider Unit.

The Prime Minister was briefed by the commander of the unit on its unique abilities and its achievements during the fighting; he also viewed an exhibit of the unit's various tools and capabilities, including the operations system, communications and UAVs. Prime Minister Netanyahu operated a UAV and used it to monitor the skies over Gaza.

The Prime Minister spoke with the reservist and conscript soldiers and heard from them about their activity up until now, as well as their readiness to continue fighting.

Prime Minister Netanyahu to the soldiers:

""There is considerable pressure on Israel at home and abroad to stop the war before we achieve all of its goals, including a deal at any price to free the hostages. We very much want to achieve another release and we are prepared to go far but we are not prepared to pay any price, certainly not the delusional prices that Hamas is demanding of us, the meaning of which is the defeat of the State of Israel.

We are committed to continuing the war until we achieve all of its goals: Eliminating Hamas, releasing all of the hostages and ensuring that Gaza never again constitutes a threat to Israel. There is no pressure, none, that can change this"
18.02.2024,"Prime Minister Benjamin Netanyahu, this evening, at the Museum of Tolerance in Jerusalem, addressed the Conference of Presidents of Major American Jewish Organizations. Following are excerpts from his remarks:

""I've been seeing you here year after year, but this year it's different. Each year you come here to express your solidarity with the State of Israel, solidarity of the Diaspora with the Jewish state, but this year, that solidarity is particularly important, because it's an expression of unity between the Jewish people and the Jewish state, between so many of our friends around the world and the great trial that we are faced with today.""

Regarding the effort to free the hostages, Prime Minister Netanyahu said:

""The release of hostages can be achieved through strong military action and tough negotiations, very tough negotiations. That tough position has to involve the exertion of pressure. And the exertion of pressure is not merely on Hamas itself, but on those who can exert pressure on Hamas, beginning with Qatar.

Qatar can press Hamas as no one else can. They host Hamas leaders. Hamas is dependent on them financially. I urge you to press Qatar to press Hamas, because we want our hostages released.

I hope that we can achieve a deal soon, to release more of our hostages. But deal or no deal, we have to finish the job to get total victory.""

Prime Minister Netanyahu added:

""Once you destroy the battalions, there is no organized command and control structure. You're left with individual terrorists, which we mop up with ground action. 

We cannot leave a quarter of Hamas's terrorist battalions intact. No one would do that in the case of fighting ISIS. You wouldn't leave a quarter of ISIS intact in a defined territory. You wouldn't even think about that.

America finished the job with its allies, we will finish the job here, with our brave soldiers."""
12.02.2024,"Prime Minister Benjamin Netanyahu and National Security Minister Itamar Ben-Gvir, together with the Inspector General of the Israel Police and the Commander of the Border Police, today , visited the Israel National Counter Terrorism Unit and met with the fighters and unit commander, who – in a rescue operation last night – returned hostages Fernando Marman and Louis Har from Rafah in Gaza.

 The Prime Minister gave an update on how he approved the complex operation several days ago and how he closely monitored the rescue operation from the ISA special operations control center.

 Prime Minister Netanyahu and Minister Ben-Gvir heard from the commanders and fighters about the dramatic moments of the rescue and the complexity of the operation, and the cooperation and integration among the various forces.

Prime Minister Netanyahu :

""This is a day of joy mixed with sadness: Joy over the release of our hostages and sadness over our fallen soldiers. However, I would like to tell you that the freeing of Louis and Fernando was one of the most successful rescue operations in the history of the State of Israel.

Several days ago, the operation was brought to me for approval and I approved it. Afterward, several hours later, I thought about three things: One, I thought about the sacred nature of the mission. Two, I thought about the risks in relation to the chances, and there were risks. Three, I thought about you, the fighters. I thought about what would happen at the decisive moment, because from experience, I know that at the breakthrough moment, the gap between victory and tragedy is a millimeter.

At 01:40 this morning, I saw you placing the charge and seconds later I heard 'We have the hostages.' You eliminated the abductors, the terrorists, and made your way back without injury – a successful operation, a perfect operation.

I would like to tell you: I am so proud of you. I am proud of you, the ISA and the IDF. You worked like a well-oiled machine. You are simply the best fighters there are. I came here to tell you this and to salute you on behalf of all citizens of Israel. You are the best in the world. Well done!"
12.02.2024,"Prime Minister Benjamin Netanyahu, today, at the Prime Minister's Office in Jerusalem, met with Dutch Prime Minister Mark Rutte, and updated him on the progress in the fighting in the Gaza Strip. Prime Minister Netanyahu emphasized that Israel would not leave intact the terrorist battalions in Rafah and added that the war is expected to continue until total victory over Hamas.

Also participating in the meeting were:

For the Israeli side – The Strategic Affairs Minister, the Prime Minister's Chief-of-Staff, the Director of the National Security Council, the Prime Minister's Office Director General, the Prime Minister's Foreign Policy Adviser and the Israeli Ambassador to the Netherlands.

For the Dutch side – the National Security Adviser, the Special Envoy for Humanitarian affairs and the Dutch Ambassador to Israel."
12.02.2024,"Prime Minister Benjamin Netanyahu, today , at the Prime Minister's Office in Jerusalem, met with German Leader of the Opposition, and Chairman of the CDU/CSU group, Friedrich Merz.
 
Prime Minister Netanyahu thanked Opposition Leader Merz for his unwavering support of Israel and its right to defend itself, and for Germany's historic commitment to Israel. The sides also discussed the need to further develop bilateral ties.
 
Also participating in the meeting were:
 
For the Israeli side – Strategic Affairs Minister Ron Dermer, National Security Council Director Tzachi Hanegbi and Israeli Ambassador to Germany Ron Prosor.
 
For the German side – Bundestag Member Jens Spahn and German Embassy in Israel Deputy Chief of Mission Dr. Jorg Walendy."
11.02.2024,"Prime Minister Benjamin Netanyahu and the ministers of the Government of Israel, today, visited base of the IDF Yahalom Unit where they received a security briefing on the war from IDF Chief-of-Staff Lt.-Gen. Herzi Halevi and additional commanders.

The Chief-of-Staff briefed the ministers about the combat in the Gaza Strip and discussed both the impressive military achievements to date and the plans for the continuation of the fighting. 162nd Division Commander Brig.-Gen. Itzik Cohen and Palmachim Air Base Commander Brig.-Gen. Omri Dor briefed the ministers about the combined air-ground incursion being carried out by the IDF in the Gaza Strip in a way that is without parallel in the world.

Prime Minister Netanyahu at the conclusion of the security briefing:

""First, I would like to thank the Chief-of-Staff and the commanders, also for the presentation, which is mainly about the achievements which are impressive by any international standard. The achievements of the IDF are very impressive.

We are on the way to victory. It will take time as it has been said correctly. But – contrary to what is being said –  it will not take years. It is within reach. It is a difficult battle, but one we are winning.

We want, in effect, to bring about the demilitarization of the Gaza Strip. This requires our security control and our comprehensive security responsibility over all territory west of the Jordan River, including the Gaza Strip. There is no alternative to this in the foreseeable future.

We are also saying this to the international community, and to the President of the US, and to all leaders. There is no alternative to this.

This is to say, security control will always be ours, and if this requires a presence inside, then there will be a presence inside. If it requires that we be able to go in anywhere, as the IDF is capable of going anywhere, at any time, this will be said here and this will also be the case in the future.

This requires maximum internal unity; I hope that we will succeed in preserving this.

The goal is no less than the victory we have been discussing. It is within reach. It requires that we also withstand the increasing pressure. I must tell you the truth: They are increasing, and each one of you who comes into contact with foreign elements can tell about this, each one in his or her own way.

But the most important thing is to adhere and cling to the goal – and the goal is victory. Not a half victory, not a three-quarters victory but victory over all of Hamas. I believe that with G-d's help, and with our united forces, we can achieve this. In light of what you have seen today, I think that you also are filled with confidence and pride in our soldiers, commanders and achievements.""

Prior to the briefings, the ministers visited the IDF Immanuel Base where they were shown operational presentations from the fighting in Gaza in the context of which they were briefed on the activities of the Yahalom Unit, the fighting in the underground tunnels, the activity of the 9900th Intelligence Unit and intelligence findings from inside the Gaza Strip, which serve the security forces in deriving additional intelligence to assist the progress in the fighting in Gaza.

Prime Minister Netanyahu directed that the Chief-of-Staff hold an additional security briefing focusing on the northern sector"
08.02.2024,"Tonight I want to speak to you about total victory.
 
Our security and the prospects of peace in the Middle East depend on one thing: total victory over Hamas.
 
At the start of the war, I outlined three goals: destroy Hamas, free the hostages, and ensure that Gaza doesn't pose a threat to Israel in the future.
 
Achieving these goals will ensure Israel's security and pave the way for additional historic peace agreements with our Arab neighbors.
 
But peace and security require total victory over Hamas.
 
We cannot accept anything else.
 
Can you imagine what will happen if we don't have total victory?
 
Hamas leaders have already pledged they’ll repeat the October 7th massacre over and over and over again.
 
No nation can accept that; we certainly won't.
 
Without total victory Iran and its terror proxies—Hamas, Hezbollah, the Houthis and others—will be emboldened to subvert moderate states in the Middle East; they’ll threaten the entire free world.
 
Only total victory will prevent that.
 
And total victory is within our reach.
 
Israel's military achievements are truly unprecedented. As John Spencer, head of urban warfare at West Point, noted: It took the United States and its allies nine months to defeat ISIS in Mosul. Mosul is a single city, smaller than Gaza, it doesn’t have any terror tunnels, and it had only five thousand terrorists. Yet in four months the IDF has killed, wounded or captured over twenty thousand terrorists, more than half of Hamas’s fighting force.
 
We have shattered 18 out of 24 Hamas battalions and we’re mopping up the remaining terrorists with ongoing raids.
 
Our soldiers are systematically destroying the massive underground terror tunnels. Hamas believed this was an impregnable network.
 
Yet our brave soldiers are now physically inside these tunnels. They’re demolishing rocket factories, weapons stockpiles, command and control centers, and what Hamas thought were unreachable safe houses.
 
Now, I have to tell you, we were repeatedly told by many in the international community that all this simply couldn’t be done.
 
They said that a ground offensive would not be effective, that we couldn’t enter Gaza city because it would be an abominable death trap, that we couldn’t go into the hospitals that served as Hamas headquarters without inflicting massive civilian casualties, and that we couldn’t enter the underground terror tunnels, because nobody could.
 
Yet our brave soldiers proved them all wrong on all counts.
 
Many argued that Israel’s military campaign would scuttle our ability to release the hostages. They were wrong on this one too. Military pressure led to the release of 110 hostages, and only continued military pressure will bring home the remaining hostages.
 
Our soldiers are now in Khan Yunis, Hamas’s main stronghold.
 
They’ll soon go into Rafah, Hamas’s last bastion. They will do so, as they have done up to now, by providing the civilian population safe passage to safe zones, and they’ll do so in spite of Hamas’ evil attempts to stop the civilians from leaving at gunpoint.
 
Total victory over Hamas will not take years. It will take months.
 
Victory is within reach.
 
When people talk about “the day after,” let’s be clear about one thing. It’s the day after all of Hamas is destroyed. Not half of Hamas, not ¾ of Hamas; all of Hamas.
 
Once Hamas is destroyed, we need to verify that Gaza is demilitarized, that we stamp out any attempt at the resurgence of terror.
 
History has shown that only Israel can do this by having overriding security control over Gaza.
 
What does that mean?
 
It means that Israel will be in Gaza or act in Gaza at any place and any time that is necessary to ensure that terror doesn’t rears its ugly head again.
 
Gaza must have a civilian administration staffed with those who do not support terrorism, fund terrorism or indoctrinate their children with terrorism and the goal of destroying Israel.
In fact, we should seek the very opposite--that school children in Gaza will be educated towards peace, that they’ll be educated towards coexistence.
 
Now, grant you, this will take time, but we’ve seen it happen in other parts of the world and in the Gulf states themselves.
 
We would welcome the participation of moderate Arab states in creating a different and better future for Gaza.
 
This would also require that UNRWA—which perpetuates the Palestinian refugee problem, whose schools indoctrinate Palestinian children with genocide and terror, and from whose ranks sprang a dozen terrorist murderers who participated in the October 7th massacre—this UNRWA must be replaced by responsible aid agencies.
 
We’re at a pivot of history where the region can go either in the direction of light or in the direction of darkness.
 
We won't allow Iran’s forces of darkness to win.
 
Our security and the future of the Middle East require total victory.
 
Total victory over Hamas can bring us additional gifts of peace.
 
Our doctrine of peace through strength has already brought us the Abraham Accords, and total victory will help us bring more historical peace agreements.
Hamas is the obstacle blocking a better and more peaceful Middle East, and it’s threatening Israel's security.
 
The pressure of the world should be on destroying Hamas as quickly as possible and not on preventing Israel from doing so.
 
All those who yearn for peace should support our quest for total victory.
 
Total victory for our security.
 
Total victory for peace in the region.
 
Total victory to secure our common future"
07.02.2024,"Prime Minister Benjamin Netanyahu, today, at the Prime Minister's Office in Jerusalem, met with Argentinian President Javier Milei, first privately and then in an expanded meeting during which the Prime Minister thanked the President for his decision to declare Hamas a terrorist organization and for his unwavering support for Israel's right to defend itself.

The two also agreed on the launch of joint business delegations in various areas.

Prime Minister Netanyahu at the start of the meeting:

""I'm delighted to welcome you, President Milei, and your delegation, to Israel. You're a great friend of the Jewish state. We are delighted with your decision to recognize Jerusalem as Israel's capital and move your diplomatic post there, and also, of course, an embassy. 

We had a conversation now discussing free markets. This is something that we both champion, and you are leading this in Argentina. We have led this in Israel. We can do a lot more together.

We share the desire for prosperity, security and peace. We know that the greatest challenge to peace in our area, but also in yours, is Iran. And we appreciate the cooperation that we are doing with you in security and diplomacy.

Your stalwart support for Israel in so many forms is deeply, deeply appreciated.

Welcome to Jerusalem. Welcome, friend"
06.02.2024,"Prime Minister Benjamin Netanyahu and his wife Sara, today, at the Kirya in Tel Aviv, met with representatives of bereaved families from the Heroism Forum.

During the emotional meeting, the Prime Minister and his wife heard from the families' representatives the accounts of those who fell in the fighting in the Gaza Strip and in the events of October 7, expressed their heartfelt appreciation for the heroism of the fallen, and shared in their deep sorrow.

Prime Minister Netanyahu told the families' representative:

""I will focus on one main thing: Total victory. This victory is coming. We have advanced and are advancing constantly. Our heroes have not fallen in vain. We are on the way to the total victory and we will not stop. This position represents the overwhelming majority of the people. There are all kinds of commentators who say that this isn't possible; it is important to me that you know that it is within reach.""

The members of the forum thanked the Prime Minister for his unequivocal remarks and expressed their support for him in the face of the heavy pressure from at home and abroad. One mother told the Prime Minister that his words make it possible for her to get up in the morning knowing that the mission on which their sons were sent will be completed.

Prime Minister Netanyahu's wife Sara told the families:

""I thank you for your courage and for coming here to support the Prime Minister. Your support and your meeting with us is mutual and also important. Your children are our heroes. In death they have commanded the continued existence of the people of Israel as well as the commitment to total victory. I embrace you, I love you and we will always be together.""

Also participating in the meeting were the Director of the National Security Council, the Cabinet Secretary and the Prime Minister's Military Secretary"
06.02.2024,"The Prime Minister and his wife first visited the operations center where they observed the ongoing activity and were provided with explanations by United Hatzalah Founder and President Eli Beer and CEO Eli Pollak. They were also briefed by Vice President of Operations Dovie Maisel and watched video clips on the organization's activity on Saturday, October 7. They later met with United Hatzalah volunteers who told them about their activity on that day.

Prime Minister Netanyahu:

""My wife and I have come to be here with Eli Beer and the thousands of United Hatzalah volunteers: Jews and Arabs, around 700 Muslim Arabs and others, who have volunteered to help and to save lives, together with secular and ultra-orthodox Jews, 50% ultra-orthodox, people who are deployed throughout the country and give of themselves. They gave on October 7, under fire, and occasionally were fired upon, and treated themselves even as they saved lives – and they are doing this constantly.

I think that you deserve to be recognized for saving lives. You have saved many people and you are doing amazing work. Well done"
05.02.2024,"Prime Minister Benjamin Netanyahu, today, at the Prime Minister's Office in Jerusalem, met with French Foreign Minister Stephane Séjourné.

Prime Minister Netanyahu:

""First, I want to welcome you and thank you for the stalwart support, consistent support that France took against the savagery from day one, your position on the ICJ and this absurd accusation of genocide against Israel, and many other things, and also the effort to help with humanitarian medical assistance, and – of course – our cooperation on the question of Lebanon. We have a lot to talk about.""

French Foreign Minister Séjourné:

""This meeting is important for us because we are at an important moment. You are familiar with France's positions, which have been consistent since you met with the President of the Republic, who has reiterated his words. France has very strongly condemned the events of October 7.

Together with the President of the National Assembly, a member of my party, we organized a very large, successful, demonstration against antisemitism.""

Prime Minister Netanyahu asked Foreign Minister Séjourné to convey his great appreciation to President Macron.

Also participating in the meeting were the Prime Minister's Chief-of-Staff, the Director of the National Security Council, the Prime Minister's Foreign Policy Adviser and the French Ambassador to Israel"
05.02.2024,"Prime Minister Benjamin Netanyahu, today, visited the 8104th Battalion of the 179th Brigade, at the IDF Armored Corps Memorial at Latrun.

The Prime Minister spoke with battalion's company commanders, led by IDF Chief Armored Officer Brig.-Gen. Ohad Maor, and was briefed on the activity of the battalion since the outbreak of the war. He also met with the battalion's commanders and soldiers and visited the memorial for fallen soldiers of the IDF Armored Corps.

Prime Minister Netanyahu:

""I am just finishing a visit here with your commanders and you, and I am greatly impressed by your fighting spirit, unity in combat and the dedication to the goal. I told your commanders that several days ago, I received a cap with two words on it: 'Total victory.' This is the essence of our policy – total victory over Hamas.

Total victory is essential because it ensures the security of Israel. Total victory is the only way in which we can ensure additional historic peace agreements, which await. Total victory will strike a mortal blow against the axis of evil: Iran, Hezbollah, the Houthis and – of course – Hamas.

Therefore, there is no substitute for total victory. One need only to think of what would happen without total victory: The displaced will not return, the next massacre will only be a matter of time and Iran, Hezbollah and others will simply celebrate here and destroy the Middle East; therefore, there is no substitute for total victory.

After having met you and your commanders in the field in the Gaza Strip several times, I would like to tell you – I am impressed by your heroism, intensity and determination, and by our ability to achieve this victory, which is coming. By our calculation, as of today we have already destroyed – meaning, we have either killed or wounded – over half of their force. We have destroyed 18 of their 24 battalions. We are engaged in active demilitarization by conducting raids against the remaining terrorists and we are destroying the underground networks. We are on the way to total victory and I want to tell you that we are committed to it and will not give up on it. We will not stop the war without achieving this goal of total victory, which will restore security to both the south and the north.

I want to salute you; you are amazing, simply lions, there is no other word. Everyone today knows this, and the entire people stands behind you. Then be blessed and continue onward to the total victory."
01.02.2024,"Prime Minister Benjamin Netanyahu, today, visited citizens and IDF soldiers who were wounded on October 7 and in the fighting in the Gaza Strip, and who are undergoing orthopedic rehabilitation at Sheba Medical Center at Tel Hashomer (https://www.shebaonline.org/department/orthopedic-rehabilitation/).

The Prime Minister heard from the wounded soldiers about the fierce battles they conducted against the Hamas terrorists and about the rehabilitation process and their medical conditions. He told the soldiers that he was moved by their optimism and strength of spirit, and praised their heroism in the fighting.

Prime Minister Netanyahu to the wounded soldiers:

""I see your strength and I also see that you support each other. You are our heroes. Be strong and know that the entire people stand behind you.""

The Prime Minister added that the loss of their fellow soldiers was not in vain and that the war would continue until total victory over Hamas"
31.01.2024,"Prime Minister Netanyahu added: ""There are other agencies in the UN. There are other agencies in the world. They have to replace UNRWA.""

Prime Minister Benjamin Netanyahu, today, at the Prime Minister's Office in Jerusalem, met with a delegation of ambassadors to the UN, led by Israeli Ambassador to the UN Gilad Erdan, from Malta, Bulgaria, the Czech Republic, Hungary, Romania, Ukraine, Slovenia and Sierra Leone.

Prime Minister Benjamin Netanyahu:

""Welcome. It's good to see all of you, and I'm glad you came to see with your own eyes and hear with your own ears direct evidence of the slaughter and the savagery.

The UN has not been a stellar organization when it comes to dealing with Israel. It's often unbelievably tilted. It has the UN Human Rights Commission, so-called Human Rights Commission, that devotes an enormous part of its resolutions against Israel, and nothing against Iran or Yemen or other arenas of savagery and aggression.

Not by saying it should be a plague on both your houses. No, because Israel is fighting the war of civilization against barbarism, because Israel is responding to unbelievably brutal and unprovoked attacks and because it's doing so with the greatest effort that I see of any army to minimize civilian casualties against an enemy that is committing a double war crime of both targeting our civilians, mutilating our civilians, raping our women and men, beheading them after the rape, burning babies alive, and sundry other atrocities that the only time that we've seen anything like that directed against the Jewish people was in the Holocaust.

South Africa had the temerity to bring this to the ICJ, charging us with genocide against, really in the service of a genocidal organization. Now, the worst thing that I can say is this, that many of the charges, false and unfounded, that were leveled against us in The Hague were brought by UNRWA officials. And we have discovered in the last few weeks that UNRWA officials were complicit in the massacre.

I think it's time that the international community and the UN itself understand that UNRWA's mission has to end. UNRWA is self-perpetuating. It is self-perpetuating also in its desire to keep alive the Palestinian refugee issue. And we need to get other UN agencies and other aid agencies replacing UNRWA if we're going to solve the problem of Gaza as we intend to do. There are other agencies in the UN. There are other agencies in the world. They have to replace UNRWA.

UNRWA is totally infiltrated with Hamas. It has been in the service of Hamas and its schools, and in many other things. I say this with great regret because we hoped that there would be an objective and constructive body to offer aid. We need such a body today in Gaza. But UNRWA is not that body. It has to be replaced by some organization or organizations that will do that job.""

Israeli Ambassador to the UN Gilad Erdan said that every country that continues to fund UNRWA before a comprehensive investigation of the organization needs to know that its funds will serve terrorism and that the assistance that will be transferred to UNRWA is liable to reach Hamas terrorists instead of the population in Gaza. He called on all donor countries to freeze their support and demand an in-depth investigation that will cover all UNRWA employees"
30.01.2024,"Prime Minister Netanyahu: I hear talk about all kinds of deals. I would like to make it clear: We will not conclude this war without achieving all of its goals.""
 
Prime Minister Benjamin Netanyahu, today, visited the Bnei David Institutions in Eli, 15 graduates of which have fallen during the war.

The Prime Minister visited the memorial room where he met with fellow bereaved Israelis Eitan Moreno – the brother of Itay, Livnat Silverman – the sister of Uriel, Asaf Ben Hamo – the brother of Michael, and Yonatan Silverman – the brother of Ariel, as well as with the yeshiva rabbis, led by Rabbi Eli Sadan.

Prime Minister Netanyahu met with the students of the yeshiva and the IDF preparatory program in the study hall, where he recited the prayer for the IDF soldiers' well-being, after which Rabbi Yoel Rechel recited the prayer for the welfare of the state.

Prime Minister Netanyahu to the Bnei David students:

""Thank you Rabbi Sadan, you are a great leader of the people of Israel, and this exemplary yeshiva is to the glory of the people, heritage and fighters of Israel.

We are in the midst of a war between the sons of light and the sons of darkness. The sons of darkness, the monsters of Hamas and their partners in Hezbollah, and others, thought and said that we were weak, vulnerable, and as a spider's web – that is how they defined us. They have discovered sacrifice, heroism and great intensity, which reflects the heroism of Israel throughout our generations.

This generation is not diminishing; this generation is growing. Not only is it growing, it is storming forward with courage and an unparalleled strength of spirit. This is what is happening, with your friends, with anyone who leaves this place and with many others among the people of Israel. But this entails a heavy price, the price of the tribulations with which the Land of Israel is acquired, the loss of our best sons and fighters, many from this very study hall, which is already bereft of amazing fighters like Roi Klein, Eliraz Perez, Emmanuel Moreno and others.

We were just in the memorial room, their pictures were on the wall but the pictures are in the heart. The heavy price is not just the loss of these splendid sons, it is also the suffering of the families. I know the price of bereavement, it is too heavy to bear, but the families bear it with pride.

What I would like to say to the families, to you and to all citizens of Israel: The testament of the fallen is our mission. It is possible to summarize this mission in two words: Total victory.

This is not 'another round', neither is it an exchange of blows, nor is it an operation – it is total victory. Nothing less. I am committed to it. Our fighters are committed to it and the overwhelming majority of the people is committed to it. We will not compromise on anything less than total victory.
 
I hear talk about all kinds of deals. I would like to make it clear: We will not conclude this war without achieving all of its goals. This means eliminating Hamas, returning all of our hostages and ensuring that Gaza never again constitutes a threat to Israel.
 
We will not withdraw the IDF from the Gaza Strip and we will not release thousands of terrorists. None of this will happen. What will happen? Total victory. This victory, as it is written, will be achieved 'Not by might and not by power but by My spirit says the Lord of Hosts.' [Zechariah 4:6]. By spirit; it will be achieved by spirit.

Bialik bid us to go to the study hall. He knew this well. He was in the study hall of the Volozhin Yeshiva (https://yivoencyclopedia.org/article.aspx/Volozhin_Yeshiva_of), the mother of Lithuanian yeshivas, that my grandfather, Rabbi Natan Milikovsky-Netanyahu studied in, and where Rabbi Abraham Isaac Kook studied. A deep friendship sprung up between them. But Volozhin, with all that it contributed to the world of Torah, was in the Diaspora. And here in Eli, this study hall is planted in the soil of the motherland, where our ancestors walked, fought, planted, dreamed and built. Here – in this place. From here stems the well of generations. Here burns the flame, the flame of the promise of the eternity of Israel in the Land of Israel. This the great and noble mission. It is your mission, the mission of the fallen and it is our mission.

I salute the fallen. I salute you and tell you – together we will fight and with 
God's help, together we will win"
30.01.2024,"Prime Minister Benjamin Netanyahu to the Soldiers and Commanders of the 43rd Battalion in Judea and Samaria: ""This sector is no less important, it is super-important. Five hundred terrorists have been eliminated here, and we are not finished, including in Jenin today.""

Prime Minister Benjamin Netanyahu, today, met with reserve soldiers and commanders of the IDF Judea and Samaria Division, 43rd Battalion, in the Binyamin Brigade, in the community of Eli.

Battalion Commander Lt.-Col. Idan Suissa briefed the Prime Minister on their activity in the sector and their quick reporting for duty, in the Binyamin area, on the morning of October 7.

Prime Minister Netanyahu to the fighters:

""We are in a battle in which we will not compromise over total victory. We must achieve total victory. In order to do so, we must deal with other sectors, and this sector is no less important, it is super-important. I know that you are investing in this on both defense and offense. It seems to be that since the start of the year, especially – of course – since the start of the war, 500 terrorists have been eliminated here, and we are not finished, including in Jenin today.

I would like to thank you for your effort, and I would like to tell you something else: I know, first of all, that you are carrying the burden, and I request that employers take this into consideration and not fire reservists, which would be terrible. If any of you are students, I also want you to know that I have met with the heads of the universities and I will meet with them again, so that they will ease conditions. Yours is a sacred task.

I would also like to tell you that the citizens of Israel, everyone, myself included, salute you. Continuing doing the work. Thank you very much"
30.01.2024,"Prime Minister Benjamin Netanyahu, today , at the Bnei David institutions in Eli :

""This is not 'another round', neither is it an exchange of blows, nor is it an operation – it is total victory. Nothing less. I am committed to it. Our fighters are committed to it and the overwhelming majority of the people is committed to it. We will not compromise on anything less than total victory.

I hear talk about all kinds of deals. I would like to make it clear: We will not conclude this war without achieving all of its goals. This means eliminating Hamas, returning all of our hostages and ensuring that Gaza never again constitutes a threat to Israel.

We will not withdraw the IDF from the Gaza Strip and we will not release thousands of terrorists. None of this will happen. What will happen? Total victory"
29.01.2024,"Prime Minister Benjamin Netanyahu, today, in Rahat, paid a condolence call at the family home of the late IDF Sergeant First Class (Res.) Ahmad Abu Latif, who fell in battle in the Gaza Strip.

The Prime Minister heard from family members about Ahmad's special and unique personality, and his heroism. His father Tewfik told about how his son always hosted soldiers at their home and told them: This is your home, this is your homeland. Ahmad's brother Kaid said that Ahmad believed in the unity of the people and its shared destiny, and that the current war had underscored this, that we were all together in the campaign. Kaid suggested memorializing his late brother by awarding the Prime Minister's Prize to pioneering research in the shared existence of Jews and Arabs in Israel.

Prime Minister Netanyahu to the family:

""There is a very interesting phenomenon that the public, I always say, has very refined senses. Even though they did not know Ahmad, but only saw a picture or heard some sentence, they absorb it immediately. Because of this, the entire people of Israel came here.

All citizens of Israel are coming here. I want to tell you that this truly reflects a very deep thing that happened here. This brotherhood and this partnership, that we know that we are fighting for the home of us all, and that people have fallen. Ahmad fell for the home of us all. He said this and expressed this even while he was alive.

I mourn this loss together with you, with his wife, with little Mansura, with the grandfather, the family and the siblings. I mourn together with you, I know what it is to lose a brother; I also saw my parents in their moments of sorrow. But the people here are very united, and this is a turning point.

I think that your suggestion is very interesting. I think that it must be advanced. There is an example here, I am not just saying this – Ahmad was an example. I also see the spirit and the light that it gives, genuine light, a good soul.

I visited the Desert Reconnaissance Battalion. One of the Bedouin officers told me: 'On the way to the area adjacent to the Gaza Strip, I saw a woman who had been beheaded. It is against this that we are fighting.' That is what he said. 'Against this we are fighting.' Against this we are fighting – fighting together.

This sense of 'together' needs to be expressed now with even greater intensity. There is a great contribution – unity – to heroes like Ahmad because it affects the entire public. It penetrates through to the heart, together.

The state is a diamond. It is a diamond that will also be in time of peace – but without the monsters.

I would like to thank you all. I would like to thank you and the mother; she is in deep sorrow."
25.01.2024,"The Prime Minister met with female field observers and soldiers of the 414th Battalion, the duty of which – in routine and in war – is to locate, expose and attack the enemy by using advanced technologies. Prime Minister Netanyahu also visit the Division sports hall, which was hit in Hamas-ISIS's brutal attack on October 7.

Prime Minister Netanyahu to the soldiers [translated from Hebrew]:

""Here, in this place, on October 7, soldiers fell, the best of our sons and daughters, may G-d avenge them. Today we are planting trees in the blood and sorrow-soaked ground, living trees in their memory.

Hamas came to uproot us; we will uproot them. Hamas came to wipe us out; we will wipe them out. We will deepen our roots in our land and we will uproot our enemies. We will be here and they will not be there.

The most important thing is that we will continue to build up the communities – the moshavim and the kibbutzim. We will make them prosper, much more than previously, and we are committed to achieving total victory. Total victory mean eliminating Hamas and returning all of our hostages – we will not give in on this goal.

Therefore, on Tu B'Shvat, here, next to the Gaza Strip, I say as clearly as possible: There is no alternative to deepening our roots and there is no substitute for total victory over our enemies.

May we all have a happy holiday"
